settlement_id,category,threshold1,threshold2,mean_wt_percent,difference
Namiwawa,mean_wt_percent_ff,1.33,1.69,78.80790718559011,5.63328953493027
Namiwawa,mean_wt_percent_ff,1.33,1.71,78.80873058117513,5.634112930515286
Namiwawa,mean_wt_percent_ff,1.35,1.55,81.11213983119634,7.937522180536504
Namiwawa,mean_wt_percent_ff,1.35,1.57,81.11784111992846,7.9432234692686166
Namiwawa,mean_wt_percent_ff,1.35,1.59,81.11389968722057,7.939282036560726
Namiwawa,mean_wt_percent_ff,1.35,1.61,81.1191553499078,7.9445376992479595
Namiwawa,mean_wt_percent_ff,1.35,1.6300000000000001,81.11204780361005,7.937430152950213
Namiwawa,mean_wt_percent_ff,1.35,1.6500000000000001,81.11065434399308,7.936036693333236
Namiwawa,mean_wt_percent_ff,1.35,1.67,81.12084052952069,7.946222878860851
Namiwawa,mean_wt_percent_ff,1.35,1.69,81.10948492034528,7.934867269685441
Namiwawa,mean_wt_percent_ff,1.35,1.71,81.11055674102194,7.935939090362098
Namiwawa,mean_wt_percent_ff,1.3699999999999999,1.55,82.08679380760165,8.912176156941811
Namiwawa,mean_wt_percent_ff,1.3699999999999999,1.57,82.09231774567934,8.917700095019498
Namiwawa,mean_wt_percent_ff,1.3699999999999999,1.59,82.08854421216307,8.913926561503231
Namiwawa,mean_wt_percent_ff,1.3699999999999999,1.61,82.09359183309365,8.918974182433814
Namiwawa,mean_wt_percent_ff,1.3699999999999999,1.6300000000000001,82.08673050466628,8.912112854006438
Namiwawa,mean_wt_percent_ff,1.3699999999999999,1.6500000000000001,82.08545933635911,8.910841685699268
Namiwawa,mean_wt_percent_ff,1.3699999999999999,1.67,82.09530308208713,8.920685431427287
Namiwawa,mean_wt_percent_ff,1.3699999999999999,1.69,82.12520576964131,8.950588118981472
Namiwawa,mean_wt_percent_ff,1.3699999999999999,1.71,82.08541843634023,8.910800785680394
Naperi,mean_wt_percent_Mixed,1.21,1.55,40.90125782969976,-3.0496244851356025
Naperi,mean_wt_percent_Mixed,1.21,1.57,42.312875364092115,-1.6380069507432466
Naperi,mean_wt_percent_Mixed,1.21,1.59,44.014891952895915,0.06400963806055415
Naperi,mean_wt_percent_Mixed,1.21,1.61,45.672682049903905,1.7217997350685437
Naperi,mean_wt_percent_Mixed,1.21,1.6300000000000001,46.98490354279851,3.0340212279631515
Naperi,mean_wt_percent_Mixed,1.21,1.6500000000000001,48.54813120924441,4.597248894409049
Naperi,mean_wt_percent_Mixed,1.21,1.67,49.09335608814474,5.142473773309376
Naperi,mean_wt_percent_Mixed,1.21,1.69,50.1042050109326,6.153322696097241
